,State,Year,Quarter,District_name,RegisteredUsers
3252,madhya-pradesh,2021,1,chhindwara,399276
3253,madhya-pradesh,2021,1,satna,368299
3254,madhya-pradesh,2021,2,indore,1892259
3255,madhya-pradesh,2021,2,bhopal,1431127
3256,madhya-pradesh,2021,2,gwalior,753172
3257,madhya-pradesh,2021,2,jabalpur,695130
3258,madhya-pradesh,2021,2,ujjain,552204
3259,madhya-pradesh,2021,2,sagar,464791
3260,madhya-pradesh,2021,2,dhar,447074
3261,madhya-pradesh,2021,2,rewa,432682
3262,madhya-pradesh,2021,2,chhindwara,428800
3263,madhya-pradesh,2021,2,satna,395440
3264,madhya-pradesh,2021,3,indore,2028266
3265,madhya-pradesh,2021,3,bhopal,1531544
3266,madhya-pradesh,2021,3,gwalior,809887
3267,madhya-pradesh,2021,3,jabalpur,745631
3268,madhya-pradesh,2021,3,ujjain,596195
3269,madhya-pradesh,2021,3,sagar,501819
3270,madhya-pradesh,2021,3,dhar,483901
3271,madhya-pradesh,2021,3,rewa,466895
3272,madhya-pradesh,2021,3,chhindwara,462834
3273,madhya-pradesh,2021,3,satna,426929
3274,madhya-pradesh,2021,4,indore,2164101
3275,madhya-pradesh,2021,4,bhopal,1633266
3276,madhya-pradesh,2021,4,gwalior,866561
3277,madhya-pradesh,2021,4,jabalpur,796148
3278,madhya-pradesh,2021,4,ujjain,639197
3279,madhya-pradesh,2021,4,sagar,538447
3280,madhya-pradesh,2021,4,dhar,519970
3281,madhya-pradesh,2021,4,rewa,500513
3282,madhya-pradesh,2021,4,chhindwara,495990
3283,madhya-pradesh,2021,4,satna,457858
3284,madhya-pradesh,2022,1,indore,2291709
3285,madhya-pradesh,2022,1,bhopal,1729248
3286,madhya-pradesh,2022,1,gwalior,919789
3287,madhya-pradesh,2022,1,jabalpur,844191
3288,madhya-pradesh,2022,1,ujjain,680599
3289,madhya-pradesh,2022,1,sagar,573791
3290,madhya-pradesh,2022,1,dhar,554545
3291,madhya-pradesh,2022,1,rewa,533627
3292,madhya-pradesh,2022,1,chhindwara,528140
3293,madhya-pradesh,2022,1,satna,488378
3294,madhya-pradesh,2022,2,indore,2412576
3295,madhya-pradesh,2022,2,bhopal,1820625
3296,madhya-pradesh,2022,2,gwalior,970340
3297,madhya-pradesh,2022,2,jabalpur,889518
3298,madhya-pradesh,2022,2,ujjain,719339
3299,madhya-pradesh,2022,2,sagar,605733
3300,madhya-pradesh,2022,2,dhar,586670
3301,madhya-pradesh,2022,2,rewa,564327
3302,madhya-pradesh,2022,2,chhindwara,557958
3303,madhya-pradesh,2022,2,satna,516107
3304,madhya-pradesh,2022,3,indore,2537328
3305,madhya-pradesh,2022,3,bhopal,1915532
3306,madhya-pradesh,2022,3,gwalior,1022539
3307,madhya-pradesh,2022,3,jabalpur,935649
3308,madhya-pradesh,2022,3,ujjain,758373
3309,madhya-pradesh,2022,3,sagar,638100
3310,madhya-pradesh,2022,3,dhar,618777
3311,madhya-pradesh,2022,3,rewa,594588
3312,madhya-pradesh,2022,3,chhindwara,587412
3313,madhya-pradesh,2022,3,satna,544011
3314,madhya-pradesh,2022,4,indore,2660518
3315,madhya-pradesh,2022,4,bhopal,2009655
3316,madhya-pradesh,2022,4,gwalior,1073648
3317,madhya-pradesh,2022,4,jabalpur,980428
3318,madhya-pradesh,2022,4,ujjain,794711
3319,madhya-pradesh,2022,4,sagar,667526
3320,madhya-pradesh,2022,4,dhar,648535
3321,madhya-pradesh,2022,4,rewa,622122
3322,madhya-pradesh,2022,4,chhindwara,613456
3323,madhya-pradesh,2022,4,satna,569320
3324,madhya-pradesh,2023,1,indore,2780295
3325,madhya-pradesh,2023,1,bhopal,2101098
3326,madhya-pradesh,2023,1,gwalior,1123707
3327,madhya-pradesh,2023,1,jabalpur,1025803
3328,madhya-pradesh,2023,1,ujjain,832451
3329,madhya-pradesh,2023,1,sagar,699722
3330,madhya-pradesh,2023,1,dhar,679569
3331,madhya-pradesh,2023,1,rewa,651354
3332,madhya-pradesh,2023,1,chhindwara,642022
3333,madhya-pradesh,2023,1,satna,596769
3334,madhya-pradesh,2023,2,indore,2883610
3335,madhya-pradesh,2023,2,bhopal,2179557
3336,madhya-pradesh,2023,2,gwalior,1168513
3337,madhya-pradesh,2023,2,jabalpur,1065846
3338,madhya-pradesh,2023,2,ujjain,868546
3339,madhya-pradesh,2023,2,sagar,730094
3340,madhya-pradesh,2023,2,dhar,710181
3341,madhya-pradesh,2023,2,rewa,680100
3342,madhya-pradesh,2023,2,chhindwara,670155
3343,madhya-pradesh,2023,2,satna,623076
3344,maharashtra,2018,1,pune,1211643
3345,maharashtra,2018,1,mumbai suburban,719300
3346,maharashtra,2018,1,thane,631864
3347,maharashtra,2018,1,nashik,321402
3348,maharashtra,2018,1,nagpur,280007
3349,maharashtra,2018,1,aurangabad,266324
3350,maharashtra,2018,1,mumbai,233538
3351,maharashtra,2018,1,ahmednagar,197473
3352,maharashtra,2018,1,solapur,190033
3353,maharashtra,2018,1,raigad,173015
3354,maharashtra,2018,2,pune,1592293
3355,maharashtra,2018,2,mumbai suburban,957633
3356,maharashtra,2018,2,thane,861292
3357,maharashtra,2018,2,nashik,436668
3358,maharashtra,2018,2,nagpur,380425
3359,maharashtra,2018,2,aurangabad,347838
3360,maharashtra,2018,2,mumbai,319588
3361,maharashtra,2018,2,ahmednagar,268520
3362,maharashtra,2018,2,solapur,259084
3363,maharashtra,2018,2,palghar,239053
3364,maharashtra,2018,3,pune,1974138
3365,maharashtra,2018,3,mumbai suburban,1218632
3366,maharashtra,2018,3,thane,1104206
3367,maharashtra,2018,3,nashik,552556
3368,maharashtra,2018,3,nagpur,487280
3369,maharashtra,2018,3,aurangabad,428394
3370,maharashtra,2018,3,mumbai,410878
3371,maharashtra,2018,3,ahmednagar,344804
3372,maharashtra,2018,3,solapur,331428
3373,maharashtra,2018,3,palghar,312322
3374,maharashtra,2018,4,pune,2498852
3375,maharashtra,2018,4,mumbai suburban,1578487
3376,maharashtra,2018,4,thane,1473811
3377,maharashtra,2018,4,nashik,698343
3378,maharashtra,2018,4,nagpur,627317
3379,maharashtra,2018,4,mumbai,543353
3380,maharashtra,2018,4,aurangabad,534477
3381,maharashtra,2018,4,ahmednagar,439246
3382,maharashtra,2018,4,solapur,419060
3383,maharashtra,2018,4,palghar,414825
3384,maharashtra,2019,1,pune,3038402
3385,maharashtra,2019,1,mumbai suburban,1901210
3386,maharashtra,2019,1,thane,1834051
3387,maharashtra,2019,1,nashik,853648
3388,maharashtra,2019,1,nagpur,765612
3389,maharashtra,2019,1,mumbai,670094
3390,maharashtra,2019,1,aurangabad,644687
3391,maharashtra,2019,1,ahmednagar,532651
3392,maharashtra,2019,1,palghar,521918
3393,maharashtra,2019,1,raigad,509108
3394,maharashtra,2019,2,pune,3514081
3395,maharashtra,2019,2,mumbai suburban,2151657
3396,maharashtra,2019,2,thane,2118406
3397,maharashtra,2019,2,nashik,995687
3398,maharashtra,2019,2,nagpur,887042
3399,maharashtra,2019,2,mumbai,785480
3400,maharashtra,2019,2,aurangabad,736863
3401,maharashtra,2019,2,ahmednagar,614812
3402,maharashtra,2019,2,palghar,608184
3403,maharashtra,2019,2,raigad,594675
3404,maharashtra,2019,3,pune,4004991
3405,maharashtra,2019,3,mumbai suburban,2407754
3406,maharashtra,2019,3,thane,2396815
3407,maharashtra,2019,3,nashik,1155897
3408,maharashtra,2019,3,nagpur,1015333
3409,maharashtra,2019,3,mumbai,889541
3410,maharashtra,2019,3,aurangabad,841802
3411,maharashtra,2019,3,ahmednagar,705492
3412,maharashtra,2019,3,palghar,691229
3413,maharashtra,2019,3,raigad,679155
3414,maharashtra,2019,4,pune,4416899
3415,maharashtra,2019,4,thane,2638051
3416,maharashtra,2019,4,mumbai suburban,2630360
3417,maharashtra,2019,4,nashik,1304611
3418,maharashtra,2019,4,nagpur,1134480
3419,maharashtra,2019,4,mumbai,973018
3420,maharashtra,2019,4,aurangabad,947081
3421,maharashtra,2019,4,ahmednagar,805271
3422,maharashtra,2019,4,palghar,767925
3423,maharashtra,2019,4,raigad,754910
3424,maharashtra,2020,1,pune,4802397
3425,maharashtra,2020,1,thane,2878073
3426,maharashtra,2020,1,mumbai suburban,2843378
3427,maharashtra,2020,1,nashik,1448324
3428,maharashtra,2020,1,nagpur,1251510
3429,maharashtra,2020,1,mumbai,1054509
3430,maharashtra,2020,1,aurangabad,1046306
3431,maharashtra,2020,1,ahmednagar,905962
3432,maharashtra,2020,1,palghar,848560
3433,maharashtra,2020,1,raigad,830643
3434,maharashtra,2020,2,pune,5144688
3435,maharashtra,2020,2,thane,3135101
3436,maharashtra,2020,2,mumbai suburban,3060916
3437,maharashtra,2020,2,nashik,1602650
3438,maharashtra,2020,2,nagpur,1377642
3439,maharashtra,2020,2,aurangabad,1142730
3440,maharashtra,2020,2,mumbai,1141566
3441,maharashtra,2020,2,ahmednagar,1014520
3442,maharashtra,2020,2,palghar,947121
3443,maharashtra,2020,2,solapur,918756
3444,maharashtra,2020,3,pune,5546002
3445,maharashtra,2020,3,thane,3401853
3446,maharashtra,2020,3,mumbai suburban,3304696
3447,maharashtra,2020,3,nashik,1752191
3448,maharashtra,2020,3,nagpur,1502777
3449,maharashtra,2020,3,aurangabad,1244879
3450,maharashtra,2020,3,mumbai,1234355
3451,maharashtra,2020,3,ahmednagar,1123648
3452,maharashtra,2020,3,palghar,1034468
3453,maharashtra,2020,3,solapur,1012518
3454,maharashtra,2020,4,pune,6033615
3455,maharashtra,2020,4,thane,3727358
3456,maharashtra,2020,4,mumbai suburban,3609970
3457,maharashtra,2020,4,nashik,1907318
3458,maharashtra,2020,4,nagpur,1637270
3459,maharashtra,2020,4,aurangabad,1355656
3460,maharashtra,2020,4,mumbai,1347356
3461,maharashtra,2020,4,ahmednagar,1237321
3462,maharashtra,2020,4,palghar,1136061
3463,maharashtra,2020,4,solapur,1113260
3464,maharashtra,2021,1,pune,6481971
3465,maharashtra,2021,1,thane,4014464
3466,maharashtra,2021,1,mumbai suburban,3886500
3467,maharashtra,2021,1,nashik,2049293
3468,maharashtra,2021,1,nagpur,1761562
3469,maharashtra,2021,1,aurangabad,1456891
3470,maharashtra,2021,1,mumbai,1450548
3471,maharashtra,2021,1,ahmednagar,1333477
3472,maharashtra,2021,1,palghar,1225423
3473,maharashtra,2021,1,solapur,1199130
3474,maharashtra,2021,2,pune,6915820
3475,maharashtra,2021,2,thane,4290066
3476,maharashtra,2021,2,mumbai suburban,4151227
3477,maharashtra,2021,2,nashik,2191882
3478,maharashtra,2021,2,nagpur,1883447
3479,maharashtra,2021,2,aurangabad,1557693
3480,maharashtra,2021,2,mumbai,1549784
3481,maharashtra,2021,2,ahmednagar,1429562
3482,maharashtra,2021,2,palghar,1312388
3483,maharashtra,2021,2,solapur,1283601
3484,maharashtra,2021,3,pune,7398336
3485,maharashtra,2021,3,thane,4597394
3486,maharashtra,2021,3,mumbai suburban,4444495
3487,maharashtra,2021,3,nashik,2352259
3488,maharashtra,2021,3,nagpur,2020264
3489,maharashtra,2021,3,aurangabad,1671665
3490,maharashtra,2021,3,mumbai,1659663
3491,maharashtra,2021,3,ahmednagar,1539300
3492,maharashtra,2021,3,palghar,1410321
3493,maharashtra,2021,3,solapur,1380100
3494,maharashtra,2021,4,pune,7880431
3495,maharashtra,2021,4,thane,4906492
3496,maharashtra,2021,4,mumbai suburban,4740546
3497,maharashtra,2021,4,nashik,2510393
3498,maharashtra,2021,4,nagpur,2157149
3499,maharashtra,2021,4,aurangabad,1786190
3500,maharashtra,2021,4,mumbai,1770325
3501,maharashtra,2021,4,ahmednagar,1646991
3502,maharashtra,2021,4,palghar,1508500
3503,maharashtra,2021,4,solapur,1475291
3504,maharashtra,2022,1,pune,8331582
3505,maharashtra,2022,1,thane,5196050
3506,maharashtra,2022,1,mumbai suburban,5017556
3507,maharashtra,2022,1,nashik,2661739
3508,maharashtra,2022,1,nagpur,2286011
3509,maharashtra,2022,1,aurangabad,1894797
3510,maharashtra,2022,1,mumbai,1873643
3511,maharashtra,2022,1,ahmednagar,1749682
3512,maharashtra,2022,1,palghar,1601518
3513,maharashtra,2022,1,solapur,1565902
3514,maharashtra,2022,2,pune,8757249
3515,maharashtra,2022,2,thane,5471749
3516,maharashtra,2022,2,mumbai suburban,5281053
3517,maharashtra,2022,2,nashik,2803471
3518,maharashtra,2022,2,nagpur,2407812
3519,maharashtra,2022,2,aurangabad,1996927
3520,maharashtra,2022,2,mumbai,1972178
3521,maharashtra,2022,2,ahmednagar,1844168
3522,maharashtra,2022,2,palghar,1689875
3523,maharashtra,2022,2,solapur,1649511
3524,maharashtra,2022,3,pune,9194074
3525,maharashtra,2022,3,thane,5757165
3526,maharashtra,2022,3,mumbai suburban,5555095
3527,maharashtra,2022,3,nashik,2948824
3528,maharashtra,2022,3,nagpur,2532986
3529,maharashtra,2022,3,aurangabad,2101234
3530,maharashtra,2022,3,mumbai,2074701
3531,maharashtra,2022,3,ahmednagar,1940071
3532,maharashtra,2022,3,palghar,1781265
3533,maharashtra,2022,3,solapur,1733556
3534,maharashtra,2022,4,pune,9622338
3535,maharashtra,2022,4,thane,6042267
3536,maharashtra,2022,4,mumbai suburban,5831539
3537,maharashtra,2022,4,nashik,3086721
3538,maharashtra,2022,4,nagpur,2655029
3539,maharashtra,2022,4,aurangabad,2201353
3540,maharashtra,2022,4,mumbai,2178155
3541,maharashtra,2022,4,ahmednagar,2027819
3542,maharashtra,2022,4,palghar,1870957
3543,maharashtra,2022,4,solapur,1811044
3544,maharashtra,2023,1,pune,10037022
3545,maharashtra,2023,1,thane,6314618
3546,maharashtra,2023,1,mumbai suburban,6095695
3547,maharashtra,2023,1,nashik,3223873
3548,maharashtra,2023,1,nagpur,2775157
3549,maharashtra,2023,1,aurangabad,2300283
3550,maharashtra,2023,1,mumbai,2276888
3551,maharashtra,2023,1,ahmednagar,2119506
3552,maharashtra,2023,1,palghar,1957628
3553,maharashtra,2023,1,solapur,1892509
3554,maharashtra,2023,2,pune,10396344
3555,maharashtra,2023,2,thane,6552282
3556,maharashtra,2023,2,mumbai suburban,6322778
3557,maharashtra,2023,2,nashik,3350410
3558,maharashtra,2023,2,nagpur,2882255
3559,maharashtra,2023,2,aurangabad,2390854
3560,maharashtra,2023,2,mumbai,2361852
3561,maharashtra,2023,2,ahmednagar,2208055
3562,maharashtra,2023,2,palghar,2037722
3563,maharashtra,2023,2,solapur,1970077
3564,manipur,2018,1,imphal west,11304
3565,manipur,2018,1,imphal east,6759
3566,manipur,2018,1,thoubal,2764
3567,manipur,2018,1,bishnupur,2371
3568,manipur,2018,1,churachandpur,1524
3569,manipur,2018,1,kangpokpi,1439
3570,manipur,2018,1,kakching,915
3571,manipur,2018,1,ukhrul,602
3572,manipur,2018,1,tamenglong,550
3573,manipur,2018,1,jiribam,460
3574,manipur,2018,2,imphal west,16541
3575,manipur,2018,2,imphal east,10390
3576,manipur,2018,2,thoubal,4771
3577,manipur,2018,2,bishnupur,3751
3578,manipur,2018,2,churachandpur,2362
3579,manipur,2018,2,kangpokpi,2183
3580,manipur,2018,2,kakching,1571
3581,manipur,2018,2,ukhrul,905
3582,manipur,2018,2,tamenglong,824
3583,manipur,2018,2,jiribam,732
3584,manipur,2018,3,imphal west,21696
3585,manipur,2018,3,imphal east,13541
3586,manipur,2018,3,thoubal,6112
3587,manipur,2018,3,bishnupur,5106
3588,manipur,2018,3,churachandpur,3420
3589,manipur,2018,3,kangpokpi,3073
3590,manipur,2018,3,kakching,2326
3591,manipur,2018,3,ukhrul,1346
3592,manipur,2018,3,tamenglong,1268
3593,manipur,2018,3,jiribam,1086
3594,manipur,2018,4,imphal west,28383
3595,manipur,2018,4,imphal east,17777
3596,manipur,2018,4,thoubal,8027
3597,manipur,2018,4,bishnupur,7049
3598,manipur,2018,4,churachandpur,4951
3599,manipur,2018,4,kangpokpi,4249
3600,manipur,2018,4,kakching,3153
3601,manipur,2018,4,ukhrul,1842
3602,manipur,2018,4,tamenglong,1712
3603,manipur,2018,4,jiribam,1393
3604,manipur,2019,1,imphal west,33668
3605,manipur,2019,1,imphal east,21136
3606,manipur,2019,1,thoubal,9529
3607,manipur,2019,1,bishnupur,8537
3608,manipur,2019,1,churachandpur,6138
3609,manipur,2019,1,kangpokpi,5212
3610,manipur,2019,1,kakching,3850
3611,manipur,2019,1,ukhrul,2368
3612,manipur,2019,1,tamenglong,2148
3613,manipur,2019,1,jiribam,1759
3614,manipur,2019,2,imphal west,39303
3615,manipur,2019,2,imphal east,24652
3616,manipur,2019,2,thoubal,10915
3617,manipur,2019,2,bishnupur,10014
3618,manipur,2019,2,churachandpur,7662
3619,manipur,2019,2,kangpokpi,6407
3620,manipur,2019,2,kakching,4599
3621,manipur,2019,2,ukhrul,2981
3622,manipur,2019,2,tamenglong,2628
3623,manipur,2019,2,chandel,2175
3624,manipur,2019,3,imphal west,45268
3625,manipur,2019,3,imphal east,28331
3626,manipur,2019,3,thoubal,12427
3627,manipur,2019,3,bishnupur,11647
3628,manipur,2019,3,churachandpur,9071
3629,manipur,2019,3,kangpokpi,7621
3630,manipur,2019,3,kakching,5355
3631,manipur,2019,3,ukhrul,3488
3632,manipur,2019,3,tamenglong,3085
3633,manipur,2019,3,chandel,2581
3634,manipur,2019,4,imphal west,51063
3635,manipur,2019,4,imphal east,31935
3636,manipur,2019,4,thoubal,14194
3637,manipur,2019,4,bishnupur,13387
3638,manipur,2019,4,churachandpur,10431
3639,manipur,2019,4,kangpokpi,8850
3640,manipur,2019,4,kakching,6126
3641,manipur,2019,4,ukhrul,4091
3642,manipur,2019,4,tamenglong,3651
3643,manipur,2019,4,chandel,3029
3644,manipur,2020,1,imphal west,57485
3645,manipur,2020,1,imphal east,36105
3646,manipur,2020,1,thoubal,16244
3647,manipur,2020,1,bishnupur,15333
3648,manipur,2020,1,churachandpur,12420
3649,manipur,2020,1,kangpokpi,10241
3650,manipur,2020,1,kakching,7075
3651,manipur,2020,1,ukhrul,4892
3652,manipur,2020,1,tamenglong,4169
3653,manipur,2020,1,chandel,3471
3654,manipur,2020,2,imphal west,67897
3655,manipur,2020,2,imphal east,43144
3656,manipur,2020,2,thoubal,20186
3657,manipur,2020,2,bishnupur,19027
3658,manipur,2020,2,churachandpur,15469
3659,manipur,2020,2,kangpokpi,12965
3660,manipur,2020,2,kakching,9028
3661,manipur,2020,2,ukhrul,6223
3662,manipur,2020,2,tamenglong,5158
3663,manipur,2020,2,chandel,4278
3664,manipur,2020,3,imphal west,79723
3665,manipur,2020,3,imphal east,51383
3666,manipur,2020,3,thoubal,24183
3667,manipur,2020,3,bishnupur,22965
3668,manipur,2020,3,churachandpur,19501
3669,manipur,2020,3,kangpokpi,15966
3670,manipur,2020,3,kakching,10752
3671,manipur,2020,3,ukhrul,7657
3672,manipur,2020,3,tamenglong,6475
3673,manipur,2020,3,chandel,5252
3674,manipur,2020,4,imphal west,88777
3675,manipur,2020,4,imphal east,57282
3676,manipur,2020,4,thoubal,26858
3677,manipur,2020,4,bishnupur,25629
3678,manipur,2020,4,churachandpur,21960
3679,manipur,2020,4,kangpokpi,17814
3680,manipur,2020,4,kakching,11913
3681,manipur,2020,4,ukhrul,8651
3682,manipur,2020,4,tamenglong,7322
3683,manipur,2020,4,chandel,5987
3684,manipur,2021,1,imphal west,96101
3685,manipur,2021,1,imphal east,62004
3686,manipur,2021,1,thoubal,29072
3687,manipur,2021,1,bishnupur,27615
3688,manipur,2021,1,churachandpur,23827
3689,manipur,2021,1,kangpokpi,19239
3690,manipur,2021,1,kakching,12888
3691,manipur,2021,1,ukhrul,9372
3692,manipur,2021,1,tamenglong,7960
3693,manipur,2021,1,chandel,6467
3694,manipur,2021,2,imphal west,102833
3695,manipur,2021,2,imphal east,66388
3696,manipur,2021,2,thoubal,31139
3697,manipur,2021,2,bishnupur,29671
3698,manipur,2021,2,churachandpur,25573
3699,manipur,2021,2,kangpokpi,20703
3700,manipur,2021,2,kakching,13816
3701,manipur,2021,2,ukhrul,10142
3702,manipur,2021,2,tamenglong,8580
3703,manipur,2021,2,chandel,6980
3704,manipur,2021,3,imphal west,110506
3705,manipur,2021,3,imphal east,71436
3706,manipur,2021,3,thoubal,33478
3707,manipur,2021,3,bishnupur,31996
3708,manipur,2021,3,churachandpur,27600
3709,manipur,2021,3,kangpokpi,22416
3710,manipur,2021,3,kakching,14924
3711,manipur,2021,3,ukhrul,11045
3712,manipur,2021,3,tamenglong,9326
3713,manipur,2021,3,chandel,7597
3714,manipur,2021,4,imphal west,118056
3715,manipur,2021,4,imphal east,76421
3716,manipur,2021,4,thoubal,35832
3717,manipur,2021,4,bishnupur,34316
3718,manipur,2021,4,churachandpur,29651
3719,manipur,2021,4,kangpokpi,24082
3720,manipur,2021,4,kakching,15985
3721,manipur,2021,4,ukhrul,11949
3722,manipur,2021,4,tamenglong,10063
3723,manipur,2021,4,chandel,8184
3724,manipur,2022,1,imphal west,125131
3725,manipur,2022,1,imphal east,81134
3726,manipur,2022,1,thoubal,38088
3727,manipur,2022,1,bishnupur,36514
3728,manipur,2022,1,churachandpur,31533
3729,manipur,2022,1,kangpokpi,25589
3730,manipur,2022,1,kakching,17014
3731,manipur,2022,1,ukhrul,12728
3732,manipur,2022,1,tamenglong,10719
3733,manipur,2022,1,chandel,8724
3734,manipur,2022,2,imphal west,131901
3735,manipur,2022,2,imphal east,85559
3736,manipur,2022,2,thoubal,40196
3737,manipur,2022,2,bishnupur,38512
3738,manipur,2022,2,churachandpur,33293
3739,manipur,2022,2,kangpokpi,27002
3740,manipur,2022,2,kakching,18011
3741,manipur,2022,2,ukhrul,13435
3742,manipur,2022,2,tamenglong,11310
3743,manipur,2022,2,chandel,9201
3744,manipur,2022,3,imphal west,138892
3745,manipur,2022,3,imphal east,90100
3746,manipur,2022,3,thoubal,42321
3747,manipur,2022,3,bishnupur,40486
3748,manipur,2022,3,churachandpur,35081
3749,manipur,2022,3,kangpokpi,28377
3750,manipur,2022,3,kakching,18979
3751,manipur,2022,3,ukhrul,14002
3752,manipur,2022,3,tamenglong,11830
3753,manipur,2022,3,chandel,9647
3754,manipur,2022,4,imphal west,145422
3755,manipur,2022,4,imphal east,94344
3756,manipur,2022,4,thoubal,44264
3757,manipur,2022,4,bishnupur,42189
3758,manipur,2022,4,churachandpur,36722
3759,manipur,2022,4,kangpokpi,29563
3760,manipur,2022,4,kakching,19797
3761,manipur,2022,4,ukhrul,14415
3762,manipur,2022,4,tamenglong,12297
3763,manipur,2022,4,chandel,9973
3764,manipur,2023,1,imphal west,151777
3765,manipur,2023,1,imphal east,98499
3766,manipur,2023,1,thoubal,46248
3767,manipur,2023,1,bishnupur,44031
3768,manipur,2023,1,churachandpur,38361
3769,manipur,2023,1,kangpokpi,30917
3770,manipur,2023,1,kakching,20700
3771,manipur,2023,1,ukhrul,15024
3772,manipur,2023,1,tamenglong,12843
3773,manipur,2023,1,chandel,10406
3774,manipur,2023,2,imphal west,157911
3775,manipur,2023,2,imphal east,102530
3776,manipur,2023,2,thoubal,48169
3777,manipur,2023,2,bishnupur,46010
3778,manipur,2023,2,churachandpur,40043
3779,manipur,2023,2,kangpokpi,32306
3780,manipur,2023,2,kakching,21613
3781,manipur,2023,2,ukhrul,15758
3782,manipur,2023,2,tamenglong,13463
3783,manipur,2023,2,chandel,10941
3784,meghalaya,2018,1,east khasi hills,9310
3785,meghalaya,2018,1,west garo hills,3671
3786,meghalaya,2018,1,ribhoi,1891
3787,meghalaya,2018,1,east jaintia hills,1419
3788,meghalaya,2018,1,west jaintia hills,736
3789,meghalaya,2018,1,south garo hills,343
3790,meghalaya,2018,1,south west garo hills,299
3791,meghalaya,2018,1,west khasi hills,299
3792,meghalaya,2018,1,north garo hills,254
3793,meghalaya,2018,1,east garo hills,236
3794,meghalaya,2018,2,east khasi hills,12907
3795,meghalaya,2018,2,west garo hills,5289
3796,meghalaya,2018,2,ribhoi,2869
3797,meghalaya,2018,2,east jaintia hills,2051
3798,meghalaya,2018,2,west jaintia hills,1023
3799,meghalaya,2018,2,south garo hills,530
3800,meghalaya,2018,2,south west garo hills,485
3801,meghalaya,2018,2,west khasi hills,472
3802,meghalaya,2018,2,north garo hills,445
3803,meghalaya,2018,2,east garo hills,437
3804,meghalaya,2018,3,east khasi hills,17543
3805,meghalaya,2018,3,west garo hills,7529
3806,meghalaya,2018,3,ribhoi,3889
3807,meghalaya,2018,3,east jaintia hills,2886
3808,meghalaya,2018,3,west jaintia hills,1465
3809,meghalaya,2018,3,south garo hills,821
3810,meghalaya,2018,3,south west garo hills,810
3811,meghalaya,2018,3,north garo hills,737
3812,meghalaya,2018,3,west khasi hills,730
3813,meghalaya,2018,3,east garo hills,694
3814,meghalaya,2018,4,east khasi hills,22845
3815,meghalaya,2018,4,west garo hills,10445
3816,meghalaya,2018,4,ribhoi,5207
3817,meghalaya,2018,4,east jaintia hills,3735
3818,meghalaya,2018,4,west jaintia hills,1861
3819,meghalaya,2018,4,south west garo hills,1115
3820,meghalaya,2018,4,north garo hills,1092
3821,meghalaya,2018,4,east garo hills,1067
3822,meghalaya,2018,4,south garo hills,1057
3823,meghalaya,2018,4,west khasi hills,957
3824,meghalaya,2019,1,east khasi hills,27937
3825,meghalaya,2019,1,west garo hills,12932
3826,meghalaya,2019,1,ribhoi,6543
3827,meghalaya,2019,1,east jaintia hills,4643
3828,meghalaya,2019,1,west jaintia hills,2276
3829,meghalaya,2019,1,north garo hills,1482
3830,meghalaya,2019,1,south west garo hills,1434
3831,meghalaya,2019,1,east garo hills,1424
3832,meghalaya,2019,1,south garo hills,1296
3833,meghalaya,2019,1,west khasi hills,1191
3834,meghalaya,2019,2,east khasi hills,33377
3835,meghalaya,2019,2,west garo hills,15673
3836,meghalaya,2019,2,ribhoi,7894
3837,meghalaya,2019,2,east jaintia hills,5580
3838,meghalaya,2019,2,west jaintia hills,2846
3839,meghalaya,2019,2,north garo hills,1965
3840,meghalaya,2019,2,south west garo hills,1902
3841,meghalaya,2019,2,east garo hills,1855
3842,meghalaya,2019,2,south garo hills,1640
3843,meghalaya,2019,2,west khasi hills,1566
3844,meghalaya,2019,3,east khasi hills,38761
3845,meghalaya,2019,3,west garo hills,18509
3846,meghalaya,2019,3,ribhoi,9007
3847,meghalaya,2019,3,east jaintia hills,6371
3848,meghalaya,2019,3,west jaintia hills,3346
3849,meghalaya,2019,3,north garo hills,2403
3850,meghalaya,2019,3,east garo hills,2313
3851,meghalaya,2019,3,south west garo hills,2306
3852,meghalaya,2019,3,south garo hills,2020
3853,meghalaya,2019,3,west khasi hills,1838
3854,meghalaya,2019,4,east khasi hills,43484
3855,meghalaya,2019,4,west garo hills,21300
3856,meghalaya,2019,4,ribhoi,10308
3857,meghalaya,2019,4,east jaintia hills,7343
3858,meghalaya,2019,4,west jaintia hills,3946
3859,meghalaya,2019,4,north garo hills,2871
3860,meghalaya,2019,4,east garo hills,2788
3861,meghalaya,2019,4,south west garo hills,2757
3862,meghalaya,2019,4,south garo hills,2434
3863,meghalaya,2019,4,west khasi hills,2180
3864,meghalaya,2020,1,east khasi hills,49251
3865,meghalaya,2020,1,west garo hills,24124
3866,meghalaya,2020,1,ribhoi,11689
3867,meghalaya,2020,1,east jaintia hills,8368
3868,meghalaya,2020,1,west jaintia hills,4530
3869,meghalaya,2020,1,north garo hills,3311
3870,meghalaya,2020,1,east garo hills,3251
3871,meghalaya,2020,1,south west garo hills,3234
3872,meghalaya,2020,1,south garo hills,2810
3873,meghalaya,2020,1,west khasi hills,2522
3874,meghalaya,2020,2,east khasi hills,57322
3875,meghalaya,2020,2,west garo hills,29492
3876,meghalaya,2020,2,ribhoi,13550
3877,meghalaya,2020,2,east jaintia hills,9695
